,0,1,2
1104,December 2015,Mr_Shiftright,"Factory engineers have to compromise to give consumers a streetable package, decent MPG, good longevity, and a car that passes all emissions requirements. If they could just chip a car and give it a large HP boost over the competition, they would have done it. Obviously they didn't for some reasons related to the above parameters."
1105,December 2015,roadburner,"I think that a ""real enthusiast"" who isn't a horsepower junkie might buy a properly equipped 320i- but I'll concede that probably 99% of 320i buyers are ""lease to wear"" poseur/dweebs."
1106,December 2015,stickguy,count the pedals.  That will help weed them out.
1107,November 2015,robr2,Standalone stores were the plan. Then that nasty little worldwide recession hit and they had to scale back. Nobody was interested in spending the money to launch a new luxury brand.
1108,November 2015,Michaell,"Remember, Mazda thought about doing this as well back in the 90's - brand was to be called ""Amati"". Would have included the Millenia and, I think, the 929."
1109,November 2015,markcincinnati,"I read the test report of the new Genesis 5.0 sedan in C&D, and, mostly, the report indicates the Genesis 5.0 Ultimate Super-duper bla bla bla could be considered to be a lot of car for the money (and the handling issues seem to have been largely erased, to boot) -- if it were a Mercedes E class. The issue is that certain less than impressive feeling of going into the dealership and seeing the $50K+ Genesis alongside some lesser model priced (via lipstick painted on the windshield [very"
1110,November 2015,sda,"I think that is one of the issues that Ford has with Lincoln.  A lot of Lincoln dealers are included with Ford dealerships and not stand alone.  The Ford dealers around here are pretty generic and don't provide that special atmosphere and experience that luxury buyers seek,"
1111,November 2015,laurasdada,"My Jag/LR dealer was going through an upgrade when I purchased the XF.  But, as the XF hasn't given me any reason to return to the dealer, I've only been back once for the first, complimentary service about a year ago.  Man, I'm not getting my $ worth, in terms of free food offered at the dealer!"
1112,November 2015,graphicguy,"Around here, they forced the Lincoln dealers to become standalone several years ago.  Plus, they closed some, too.  So, maybe closing some of their stores allowed the stand alones to harvest more customers and be able to make it on their own."
1113,November 2015,andres3,Crossed 35K miles in the S4 and it still hasn't given me a good reason to go to the dealer for warranty service.
1114,November 2015,stever,"A reporter is looking to get in touch with car owners who are waiting for replacement parts, etc. for their faulty Takata air bags. If you're an affected owner and you'd like to help, please reach out to pr@edmunds.com by no later than Monday, November 9, 2015."
1115,November 2015,Mr_Shiftright,
1116,November 2015,markcincinnati,"Same here -- the only thing, other than mntce, we've done is replace the OEM Grand Touring tires at 30K miles."
1117,November 2015,circlew,
1118,November 2015,robr2,I had read about that new system from Castrol on another forum.  It's a great idea but it will require the commitment from an automaker in order to get it started.  Who will be the first?
1119,November 2015,stickguy,"interesting.  but probably not as great as it may seem.  First of all, hard to see it being cheaper overall, since you still have to pay for the oil, and the contraption."
1120,November 2015,markcincinnati,"Our experience with Acura, Audi, BMW and Infiniti over the past decade+ is that the oil change includes an inspection, report and other fluids top off; also included is a wash and vacuum. Tire pressure, too, is checked and set and sometimes tire rotation is part of the deal."
1121,November 2015,robr2,"Correct.  Dry sump and the oil filter is integrated.  As for the underside inspections, that can still be done as part of a service."
1122,November 2015,Mr_Shiftright,"Hey, they could also sell a follow-up oil analysis!"
1123,November 2015,stickguy,"that unit looks like it takes up a lot of space.   Seemed to be as big as a battery.  that is going to be a tough sell.  Sure, they free up room at the bottom of the engine, but that won't help with packaging under the hood!  Unless they put it on top of the engine, like the old Subaru's that had the spare tire there."
1124,November 2015,dino001,"Hyundai just announced a new upscale brand, Genesis.  They say something like 4 or 5 models will be introduced.  Interesting.  Probably not right away, but if the brand sticks, I'm sure thy'l  bring one to ELLPS, it's going to be interesting how it will score."
1125,November 2015,flightnurse,"It was simple, VW wanted to let buyers know that their cars are just as good as those other premium brands. Look at their product back then, the passt was really high end as far as fit and finish, and materials used, but it also was more expensive then the Camry's and Accords too. But we know that the upscale of VW failed and the bean counters got a hold of the cars, the new passt is nice, but no where as nice as the previous gen. The Golf feels upscale and some of the materials used is nicer then what one would get in Sentra or Corrola but those cars have more standard equipment then the Golf."
1126,November 2015,flightnurse,"Rick would get calls from the Hyundai deal to come and trade in his Genesis and the salesman would give him the big pitch about how Hyundai has made strides in quality and refinement.  On one of his secret shopping assignment we went to a Kia dealer to look at the new (then) Cadenza, we both liked the car, it was room, the list of standard equipment was extensive and the price (base) was right in the middle of the V6 Honda Accord line.Talking with the salesman we asked about the K900, he laughed and told  us that each Kia dealer was getting 1, and that is it. But of course some dealers didn't sell it and did a dealer trade to move it off the lot, the car was more of an exercise in, ""look what we can do, and showcase what Kia could be."" When it comes to Hyundai and the Genises and Equus I think you are going to see Hyundai move up scale with that brand. Both cars are bargains, they are reliable, and really a good bang for the buck, it has taken Hyundai years to be able to sell cars like those  here, and yes, Virginia they really do sell Equus. I'm thinking the accents cars are going away, and left for Kia to sell."
